RACEID,YEAR,ROUND,NAME,F1DATE,TIME,URL,SCORE,DNF_COUNT,DNF_DUE_TO_ACCIDENT_COUNT,WEATHER,WEATHER_WET,CIRCUITREF,YEAR_C,RACE_COUNT,NAME_YEAR,OVERTAKEN_POSITIONS_TOTAL
945,2015,19,Abu Dhabi Grand Prix,29-Nov-15,13:00:00,https://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix,5.25,1,1,Clear25–27 °C (77–81 °F) air temperature28–29 °C (82–84 °F) track temperature1.5 m/s (4.9 ft/s) wind from the south[3],N,yas_marina,2015,1,2015 Abu Dhabi Grand Prix,174
952,2016,5,Spanish Grand Prix,15-May-16,12:00:00,https://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix,8.71,5,2,Partly cloudy20–22 °C (68–72 °F) air temperature39–41 °C (102–106 °F) track temperature2 m/s (6.6 ft/s) wind from the north[4],N,catalunya,2016,1,2016 Spanish Grand Prix,248
953,2016,6,Monaco Grand Prix,29-May-16,12:00:00,https://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix,7.75,7,5,"Rainy at start, dry later17–18 °C (63–64 °F) air temperature20–22 °C (68–72 °F) track temperature2 m/s (6.6 ft/s) wind from the north[4]",Y,monaco,2016,1,2016 Monaco Grand Prix,144
955,2016,8,European Grand Prix,19-Jun-16,13:00:00,https://en.wikipedia.org/wiki/2016_European_Grand_Prix,4.73,4,0,Partly cloudy30–33 °C (86–91 °F) air temperature39–45 °C (102–113 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southeast[4],N,BAK,2016,1,2016 European Grand Prix,244
970,2017,2,Chinese Grand Prix,9-Apr-17,6:00:00,https://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix,7.53,5,2,"Light rain at start, drying later.",Y,shanghai,2017,1,2017 Chinese Grand Prix,115
975,2017,7,Canadian Grand Prix,11-Jun-17,18:00:00,https://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix,7.55,5,2,Sunny and hot with temperatures reaching up to 29 °C (84 °F); wind speeds reaching 12.9 kilometres per hour (8.0 mph)[4],N,villeneuve,2017,1,2017 Canadian Grand Prix,99
1000,2018,12,Hungarian Grand Prix,29-Jul-18,13:10:00,https://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,6.06,3,0,not found,N,hungaroring,2018,1,2018 Hungarian Grand Prix,67
1007,2018,19,Mexican Grand Prix,28-Oct-18,19:10:00,https://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix,6.72,4,0,not found,N,rodriguez,2018,1,2018 Mexican Grand Prix,136
938,2015,12,Italian Grand Prix,6-Sep-15,12:00:00,http://en.wikipedia.org/wiki/2015_Italian_Grand_Prix,5.64,2,0,Partly cloudy22–23 °C (72–73 °F) air temperature38–39 °C (100–102 °F) track temperature1.5 m/s (4.9 ft/s) wind from changing directions[2],N,monza,2015,1,2015 Italian Grand Prix,87
170,2000,13,Belgian Grand Prix,27-Aug-00,\N,http://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix,,5,1,not found,N,spa,2000,1,2000 Belgian Grand Prix,157
36,2007,1,Australian Grand Prix,18-Mar-07,3:00:00,http://en.wikipedia.org/wiki/2007_Australian_Grand_Prix,,5,3,Clear with temperatures reaching up to 21 °C (70 °F)[1],N,albert_park,2007,1,2007 Australian Grand Prix,125
1013,2019,4,Azerbaijan Grand Prix,28-Apr-19,12:10:00,https://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix,5.4,4,2,not found,N,BAK,2019,1,2019 Azerbaijan Grand Prix,152
186,1999,12,Belgian Grand Prix,29-Aug-99,\N,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix,,6,1,"Partially cloudy, mild, dry",N,spa,1999,1,1999 Belgian Grand Prix,94
209,1997,3,Argentine Grand Prix,13-Apr-97,\N,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix,,13,5,"Partially cloudy and dry, with temperatures reaching up to 21 °C (70 °F)[1]",N,galvez,1997,1,1997 Argentine Grand Prix,131
236,1996,13,Belgian Grand Prix,25-Aug-96,\N,http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix,,10,5,Overcast and dry with temperatures reaching up to 17 °C (63 °F)[1],N,spa,1996,1,1996 Belgian Grand Prix,81
250,1995,11,Belgian Grand Prix,27-Aug-95,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,,10,4,"Cloudy, then heavy rain",Y,spa,1995,1,1995 Belgian Grand Prix,0
33,2008,16,Japanese Grand Prix,12-Oct-08,4:30:00,http://en.wikipedia.org/wiki/2008_Japanese_Grand_Prix,6.66,5,1,Cloudy with temperatures reaching up to 17 °C (63 °F)[4],N,fuji,2008,1,2008 Japanese Grand Prix,146
62,2006,10,United States Grand Prix,2-Jul-06,14:00:00,http://en.wikipedia.org/wiki/2006_United_States_Grand_Prix,,12,10,"Sunny, hot",N,indianapolis,2006,1,2006 United States Grand Prix,38
319,1991,15,Japanese Grand Prix,20-Oct-91,\N,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix,,21,6,"Sunny, warm",N,suzuka,1991,1,1991 Japanese Grand Prix,0
69,2006,17,Japanese Grand Prix,8-Oct-06,14:00:00,http://en.wikipedia.org/wiki/2006_Japanese_Grand_Prix,,5,1,Fine,N,suzuka,2006,1,2006 Japanese Grand Prix,140
80,2005,10,French Grand Prix,3-Jul-05,14:00:00,http://en.wikipedia.org/wiki/2005_French_Grand_Prix,,5,0,"Sunny, Air: 32 °C (90 °F), Track 53 °C (127 °F)",N,magny_cours,2005,1,2005 French Grand Prix,114
643,1970,1,South African Grand Prix,7-Mar-70,\N,http://en.wikipedia.org/wiki/1970_South_African_Grand_Prix,,12,1,"Very hot, Dry",N,kyalami,1970,1,1970 South African Grand Prix,0
662,1969,7,German Grand Prix,3-Aug-69,\N,http://en.wikipedia.org/wiki/1969_German_Grand_Prix,,10,3,not found,N,nurburgring,1969,1,1969 German Grand Prix,0
673,1968,7,British Grand Prix,20-Jul-68,\N,http://en.wikipedia.org/wiki/1968_British_Grand_Prix,,12,0,"Hot, Dry",N,brands_hatch,1968,1,1968 British Grand Prix,0
682,1967,4,Belgian Grand Prix,18-Jun-67,\N,http://en.wikipedia.org/wiki/1967_Belgian_Grand_Prix,,9,1,not found,N,spa,1967,1,1967 Belgian Grand Prix,0
689,1967,11,Mexican Grand Prix,22-Oct-67,\N,http://en.wikipedia.org/wiki/1967_Mexican_Grand_Prix,,9,0,not found,N,rodriguez,1967,1,1967 Mexican Grand Prix,0
696,1966,7,Italian Grand Prix,4-Sep-66,\N,http://en.wikipedia.org/wiki/1966_Italian_Grand_Prix,,14,1,"Warm, dry and sunny",N,monza,1966,1,1966 Italian Grand Prix,0
729,1962,1,Dutch Grand Prix,20-May-62,\N,http://en.wikipedia.org/wiki/1962_Dutch_Grand_Prix,,13,6,Sunny,N,zandvoort,1962,1,1962 Dutch Grand Prix,0
749,1960,4,Dutch Grand Prix,6-Jun-60,\N,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix,,13,1,not found,N,zandvoort,1960,1,1960 Dutch Grand Prix,0
767,1958,3,Dutch Grand Prix,26-May-58,\N,http://en.wikipedia.org/wiki/1958_Dutch_Grand_Prix,,7,0,not found,N,zandvoort,1958,1,1958 Dutch Grand Prix,0
774,1958,10,Italian Grand Prix,7-Sep-58,\N,http://en.wikipedia.org/wiki/1958_Italian_Grand_Prix,,14,3,not found,N,monza,1958,1,1958 Italian Grand Prix,0
795,1955,4,Belgian Grand Prix,5-Jun-55,\N,http://en.wikipedia.org/wiki/1955_Belgian_Grand_Prix,,7,1,not found,N,spa,1955,1,1955 Belgian Grand Prix,0
804,1954,6,German Grand Prix,1-Aug-54,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,,13,2,"Sunny, dry",N,nurburgring,1954,1,1954 German Grand Prix,0
837,1950,5,Belgian Grand Prix,18-Jun-50,\N,http://en.wikipedia.org/wiki/1950_Belgian_Grand_Prix,,4,0,"Warm, dry and sunny",N,spa,1950,1,1950 Belgian Grand Prix,0
851,2011,11,Hungarian Grand Prix,31-Jul-11,12:00:00,http://en.wikipedia.org/wiki/2011_Hungarian_Grand_Prix,8.344,4,0,"Cloudy, rain showers",Y,hungaroring,2011,1,2011 Hungarian Grand Prix,228
498,1980,1,Argentine Grand Prix,13-Jan-80,\N,http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix,,21,2,"Sunny, Very hot, Dry",N,galvez,1980,1,1980 Argentine Grand Prix,0
508,1980,11,Dutch Grand Prix,31-Aug-80,\N,http://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix,,19,5,"Sunny, Mild, Dry",N,zandvoort,1980,1,1980 Dutch Grand Prix,0
518,1979,7,Monaco Grand Prix,27-May-79,\N,http://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix,,19,3,Dry,N,monaco,1979,1,1979 Monaco Grand Prix,0
530,1978,4,United States Grand Prix West,2-Apr-78,\N,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West,,19,6,Scattered clouds 17 °C (63 °F)[1],N,long_beach,1978,1,1978 United States Grand Prix West,0
546,1977,4,United States Grand Prix West,3-Apr-77,\N,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West,,12,3,Sunny with temperatures reaching up to 68 °F (20 °C); winds gusting up to 10.9 miles per hour (17.5 km/h)[1],N,long_beach,1977,1,1977 United States Grand Prix West,0
571,1976,12,Dutch Grand Prix,29-Aug-76,\N,http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix,,15,4,"Warm, dry",N,zandvoort,1976,1,1976 Dutch Grand Prix,0
591,1974,2,Brazilian Grand Prix,27-Jan-74,\N,http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix,,8,0,"Cloudy and dry in the first phase, then seasonal monsoon later.",N,interlagos,1974,1,1974 Brazilian Grand Prix,0
360,1989,5,United States Grand Prix,4-Jun-89,\N,http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix,,32,4,"Hot, sunny, 36C (97F) [1]",N,phoenix,1989,1,1989 United States Grand Prix,0
456,1983,5,Monaco Grand Prix,15-May-83,\N,http://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix,,21,6,Wet track at the start,Y,monaco,1983,1,1983 Monaco Grand Prix,0
269,1994,13,Portuguese Grand Prix,25-Sep-94,\N,http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix,,12,4,Sunny,N,estoril,1994,1,1994 Portuguese Grand Prix,0
672,1968,6,French Grand Prix,7-Jul-68,\N,http://en.wikipedia.org/wiki/1968_French_Grand_Prix,,6,2,Wet,Y,essarts,1968,1,1968 French Grand Prix,0
807,1954,9,Spanish Grand Prix,24-Oct-54,\N,http://en.wikipedia.org/wiki/1954_Spanish_Grand_Prix,,14,1,"Sunny, mild, dry",N,pedralbes,1954,1,1954 Spanish Grand Prix,0
544,1977,2,Brazilian Grand Prix,23-Jan-77,\N,http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix,,15,8,not found,N,interlagos,1977,1,1977 Brazilian Grand Prix,0
994,2018,6,Monaco Grand Prix,27-May-18,13:10:00,https://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix,5.09,3,2,not found,N,monaco,2018,1,2018 Monaco Grand Prix,81
267,1994,11,Belgian Grand Prix,28-Aug-94,\N,http://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix,,16,3,Sunny,N,spa,1994,1,1994 Belgian Grand Prix,0
387,1988,16,Australian Grand Prix,13-Nov-88,\N,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix,,24,7,Cloudy and hot,N,adelaide,1988,1,1988 Australian Grand Prix,0
96,2004,7,European Grand Prix,30-May-04,\N,http://en.wikipedia.org/wiki/2004_European_Grand_Prix,,5,2,"Cloudy at start, sunny later",N,nurburgring,2004,1,2004 European Grand Prix,133
843,2011,3,Chinese Grand Prix,17-Apr-11,7:00:00,http://en.wikipedia.org/wiki/2011_Chinese_Grand_Prix,9.241,1,0,Fine and Dry[1] Air Temp 22 °C (72 °F)[1] Track Temp 32 °C (90 °F) dropping to 26 °C (79 °F)[1],N,shanghai,2011,1,2011 Chinese Grand Prix,282
1040,2020,10,Russian Grand Prix,27-Sep-20,11:10:00,https://en.wikipedia.org/wiki/2020_Russian_Grand_Prix,5,2,2,Sunny,N,sochi,2020,1,2020 Russian Grand Prix,119
1060,2021,9,Austrian Grand Prix,4-Jul-21,13:00:00,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,,2,2,Partly cloudy,N,red_bull_ring,2021,1,2021 Austrian Grand Prix,169
901,2014,2,Malaysian Grand Prix,30-Mar-14,8:00:00,https://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix,5.9,7,0,"Dry, 32°C",N,sepang,2014,1,2014 Malaysian Grand Prix,157
929,2015,4,Bahrain Grand Prix,19-Apr-15,15:00:00,http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix,7.37,3,0,"Sunny, clear24–26 °C (75–79 °F) air temperature28–31 °C (82–88 °F) track temperature1.5 m/s (4.9 ft/s) wind from the north[1]",N,bahrain,2015,1,2015 Bahrain Grand Prix,167
977,2017,9,Austrian Grand Prix,9-Jul-17,12:00:00,https://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix,5.82,4,0,Partly cloudy,N,red_bull_ring,2017,1,2017 Austrian Grand Prix,49
990,2018,2,Bahrain Grand Prix,8-Apr-18,15:10:00,https://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix,8.32,3,0,not found,N,bahrain,2018,1,2018 Bahrain Grand Prix,198
235,1996,12,Hungarian Grand Prix,11-Aug-96,\N,http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix,,12,5,Sunny with temperatures reaching up to 27 °C (81 °F)[1],N,hungaroring,1996,1,1996 Hungarian Grand Prix,62
177,1999,3,San Marino Grand Prix,2-May-99,\N,http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix,,13,7,"Sunny, mild, dry, 23 °C",N,imola,1999,1,1999 San Marino Grand Prix,62
200,1998,10,Austrian Grand Prix,26-Jul-98,\N,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,,10,6,Sunny,N,osterreichring,1998,1,1998 Austrian Grand Prix,99
264,1994,8,British Grand Prix,10-Jul-94,\N,http://en.wikipedia.org/wiki/1994_British_Grand_Prix,,12,0,Sunny,N,silverstone,1994,1,1994 British Grand Prix,0
800,1954,2,Indianapolis 500,31-May-54,\N,http://en.wikipedia.org/wiki/1954_Indianapolis_500,,24,8,Very hot and sunny,N,indianapolis,1954,1,1954 Indianapolis 500,0
535,1978,9,French Grand Prix,2-Jul-78,\N,http://en.wikipedia.org/wiki/1978_French_Grand_Prix,,11,0,Dry,N,ricard,1978,1,1978 French Grand Prix,0
401,1987,14,Mexican Grand Prix,18-Oct-87,\N,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix,,17,7,Sunny and hot,N,rodriguez,1987,1,1987 Mexican Grand Prix,0
37,2007,2,Malaysian Grand Prix,8-Apr-07,7:00:00,http://en.wikipedia.org/wiki/2007_Malaysian_Grand_Prix,,4,1,Sunny[1],N,sepang,2007,1,2007 Malaysian Grand Prix,158
868,2012,9,British Grand Prix,8-Jul-12,12:00:00,http://en.wikipedia.org/wiki/2012_British_Grand_Prix,7.048,3,2,DryAir Temp 20 °C (68 °F)[2]Track Temp 31 °C (88 °F)[2],N,silverstone,2012,1,2012 British Grand Prix,218
899,2013,19,Brazilian Grand Prix,24-Nov-13,16:00:00,http://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix,7.144,3,1,"Cloudy, Air Temp: 18°C",N,interlagos,2013,1,2013 Brazilian Grand Prix,197
67,2006,15,Italian Grand Prix,10-Sep-06,14:00:00,http://en.wikipedia.org/wiki/2006_Italian_Grand_Prix,,5,0,Warm and sunny with temperatures reaching up to 27 °C (81 °F)[1],N,monza,2006,1,2006 Italian Grand Prix,125
202,1998,12,Hungarian Grand Prix,16-Aug-98,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,,6,0,"Cloudy, hot, dry, 30°C",N,hungaroring,1998,1,1998 Hungarian Grand Prix,73
162,2000,5,Spanish Grand Prix,7-May-00,\N,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix,,6,3,"Sunny, Mild, Dry",N,catalunya,2000,1,2000 Spanish Grand Prix,92
196,1998,6,Monaco Grand Prix,24-May-98,\N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,,11,3,Hot and sunny with temperatures reaching up to 22 °C (72 °F)[1],N,monaco,1998,1,1998 Monaco Grand Prix,34
207,1997,1,Australian Grand Prix,9-Mar-97,\N,http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix,,15,5,"Partly Cloudy, Dry",N,albert_park,1997,1,1997 Australian Grand Prix,33
55,2006,3,Australian Grand Prix,2-Apr-06,14:00:00,http://en.wikipedia.org/wiki/2006_Australian_Grand_Prix,,9,6,Cloudy with sunny breaks. Air temperature 20°C,N,albert_park,2006,1,2006 Australian Grand Prix,83
81,2005,11,British Grand Prix,10-Jul-05,14:00:00,http://en.wikipedia.org/wiki/2005_British_Grand_Prix,,1,0,not found,N,silverstone,2005,1,2005 British Grand Prix,79
102,2004,13,Hungarian Grand Prix,15-Aug-04,\N,http://en.wikipedia.org/wiki/2004_Hungarian_Grand_Prix,,5,0,"Warm, dry and sunny, Air: 26 °C (79 °F), Track 42 °C (108 °F)",N,hungaroring,2004,1,2004 Hungarian Grand Prix,130
124,2002,1,Australian Grand Prix,3-Mar-02,\N,http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix,,14,9,not found,N,albert_park,2002,1,2002 Australian Grand Prix,35
1009,2018,21,Abu Dhabi Grand Prix,25-Nov-18,13:10:00,https://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix,6.58,5,1,not found,N,yas_marina,2018,1,2018 Abu Dhabi Grand Prix,107
883,2013,4,Bahrain Grand Prix,21-Apr-13,12:00:00,http://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix,7.826,1,0,not found,N,bahrain,2013,1,2013 Bahrain Grand Prix,353
145,2001,5,Spanish Grand Prix,29-Apr-01,\N,http://en.wikipedia.org/wiki/2001_Spanish_Grand_Prix,,7,2,"Overcast, Mild, Dry, Air Temp: 18°C",N,catalunya,2001,1,2001 Spanish Grand Prix,97
227,1996,4,European Grand Prix,28-Apr-96,\N,http://en.wikipedia.org/wiki/1996_European_Grand_Prix,,9,2,"Cloudy, but dry",N,nurburgring,1996,1,1996 European Grand Prix,110
3,2009,3,Chinese Grand Prix,19-Apr-09,7:00:00,http://en.wikipedia.org/wiki/2009_Chinese_Grand_Prix,6.69,4,2,Rain,Y,shanghai,2009,1,2009 Chinese Grand Prix,234
298,1992,10,German Grand Prix,26-Jul-92,\N,http://en.wikipedia.org/wiki/1992_German_Grand_Prix,,17,3,Dry,N,hockenheimring,1992,1,1992 German Grand Prix,0
334,1990,14,Spanish Grand Prix,30-Sep-90,\N,http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix,,23,7,"Dry, hot, sunny",N,jerez,1990,1,1990 Spanish Grand Prix,0
617,1973,13,Italian Grand Prix,9-Sep-73,\N,http://en.wikipedia.org/wiki/1973_Italian_Grand_Prix,,10,2,not found,N,monza,1973,1,1973 Italian Grand Prix,0
663,1969,8,Italian Grand Prix,7-Sep-69,\N,http://en.wikipedia.org/wiki/1969_Italian_Grand_Prix,,8,0,"Sunny, Dry",N,monza,1969,1,1969 Italian Grand Prix,0
716,1964,8,Italian Grand Prix,6-Sep-64,\N,http://en.wikipedia.org/wiki/1964_Italian_Grand_Prix,,11,0,Dry,N,monza,1964,1,1964 Italian Grand Prix,0
808,1953,1,Argentine Grand Prix,18-Jan-53,\N,http://en.wikipedia.org/wiki/1953_Argentine_Grand_Prix,,7,1,"Hot, dry",N,galvez,1953,1,1953 Argentine Grand Prix,0
483,1981,1,United States Grand Prix West,15-Mar-81,\N,http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West,,21,9,Sunny and warm with temperatures reaching up to 71.1 °F (21.7 °C); wind speeds approaching 10.9 miles per hour (17.5 km/h)[1],N,long_beach,1981,1,1981 United States Grand Prix West,0
570,1976,11,Austrian Grand Prix,15-Aug-76,\N,http://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix,,14,6,not found,N,osterreichring,1976,1,1976 Austrian Grand Prix,0
366,1989,11,Belgian Grand Prix,27-Aug-89,\N,http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix,,24,7,"Wet, cloudy, cool",Y,spa,1989,1,1989 Belgian Grand Prix,0
419,1986,16,Australian Grand Prix,26-Oct-86,\N,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix,,17,2,Sunny,N,adelaide,1986,1,1986 Australian Grand Prix,0
646,1970,4,Belgian Grand Prix,7-Jun-70,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,,11,0,not found,N,spa,1970,1,1970 Belgian Grand Prix,0
810,1953,3,Dutch Grand Prix,7-Jun-53,\N,http://en.wikipedia.org/wiki/1953_Dutch_Grand_Prix,,10,0,"Sunny, mild, dry",N,zandvoort,1953,1,1953 Dutch Grand Prix,0
906,2014,7,Canadian Grand Prix,8-Jun-14,18:00:00,http://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix,9.19,11,4,Temperatures up to 27.6 °C (81.7 °F); wind speeds up to 16.4 kilometres per hour (10.2 mph)[5],N,villeneuve,2014,1,2014 Canadian Grand Prix,172
316,1991,12,Italian Grand Prix,8-Sep-91,\N,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix,,18,3,not found,N,monza,1991,1,1991 Italian Grand Prix,0
630,1972,11,Canadian Grand Prix,24-Sep-72,\N,http://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix,,12,2,Mild with temperatures approaching 22.8 °C (73.0 °F); wind speeds up to 12 kilometres per hour (7.5 mph)[1],N,mosport,1972,1,1972 Canadian Grand Prix,0
905,2014,6,Monaco Grand Prix,25-May-14,12:00:00,http://en.wikipedia.org/wiki/2014_Monaco_Grand_Prix,7.04,8,3,"Overcast, Air: 20 to 21 °C (68 to 70 °F), Track: 28 to 30 °C (82 to 86 °F).",N,monaco,2014,1,2014 Monaco Grand Prix,73
950,2016,3,Chinese Grand Prix,17-Apr-16,6:00:00,https://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix,7.85,0,0,Sunny21 °C (70 °F) air temperature37 °C (99 °F) track temperature4.8 m/s (16 ft/s) wind from the northeast[4],N,shanghai,2016,1,2016 Chinese Grand Prix,422
273,1993,1,South African Grand Prix,14-Mar-93,\N,http://en.wikipedia.org/wiki/1993_South_African_Grand_Prix,,21,11,"Very hot and humid, with torrential thunderstorms. Air temp: 33 °C (91 °F)",Y,kyalami,1993,1,1993 South African Grand Prix,0
249,1995,10,Hungarian Grand Prix,13-Aug-95,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,,13,2,Sunny,N,hungaroring,1995,1,1995 Hungarian Grand Prix,0
31,2008,14,Italian Grand Prix,14-Sep-08,12:00:00,http://en.wikipedia.org/wiki/2008_Italian_Grand_Prix,8.153,1,1,"Heavy rain, dry towards the end",Y,monza,2008,1,2008 Italian Grand Prix,215
104,2004,15,Italian Grand Prix,12-Sep-04,\N,http://en.wikipedia.org/wiki/2004_Italian_Grand_Prix,,5,3,not found,N,monza,2004,1,2004 Italian Grand Prix,166
639,1971,8,Austrian Grand Prix,15-Aug-71,\N,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,,10,0,Dry,N,osterreichring,1971,1,1971 Austrian Grand Prix,0
683,1967,5,French Grand Prix,2-Jul-67,\N,http://en.wikipedia.org/wiki/1967_French_Grand_Prix,,10,0,not found,N,lemans,1967,1,1967 French Grand Prix,0
726,1963,8,United States Grand Prix,6-Oct-63,\N,http://en.wikipedia.org/wiki/1963_United_States_Grand_Prix,,16,0,Sunny,N,watkins_glen,1963,1,1963 United States Grand Prix,0
783,1957,8,Italian Grand Prix,8-Sep-57,\N,http://en.wikipedia.org/wiki/1957_Italian_Grand_Prix,,7,0,not found,N,monza,1957,1,1957 Italian Grand Prix,0
809,1953,2,Indianapolis 500,30-May-53,\N,http://en.wikipedia.org/wiki/1953_Indianapolis_500,,30,8,Extremely hot,N,indianapolis,1953,1,1953 Indianapolis 500,0
503,1980,6,Monaco Grand Prix,18-May-80,\N,http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix,,19,7,"Dry at the start, damp in the end",Y,monaco,1980,1,1980 Monaco Grand Prix,0
587,1975,12,Austrian Grand Prix,17-Aug-75,\N,http://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix,,13,4,Heavy rain,Y,osterreichring,1975,1,1975 Austrian Grand Prix,0
336,1990,16,Australian Grand Prix,4-Nov-90,\N,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix,,17,3,Sunny,N,adelaide,1990,1,1990 Australian Grand Prix,0
377,1988,6,Detroit Grand Prix,19-Jun-88,\N,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix,,23,6,Warm and sunny with temperatures up to 91.9 °F (33.3 °C); wind speeds up to 11.1 miles per hour (17.9 km/h)[1],N,detroit,1988,1,1988 Detroit Grand Prix,0
430,1985,11,Dutch Grand Prix,25-Aug-85,\N,http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix,,17,1,Sunny,N,zandvoort,1985,1,1985 Dutch Grand Prix,0
467,1982,1,South African Grand Prix,23-Jan-82,\N,http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix,,13,3,Dry,N,kyalami,1982,1,1982 South African Grand Prix,0
788,1956,5,French Grand Prix,1-Jul-56,\N,http://en.wikipedia.org/wiki/1956_French_Grand_Prix,,9,1,not found,N,reims,1956,1,1956 French Grand Prix,0
147,2001,7,Monaco Grand Prix,27-May-01,\N,http://en.wikipedia.org/wiki/2001_Monaco_Grand_Prix,,12,3,"Warm and Sunny, Air Temp: 23 °C (73 °F), Track 36 to 39 °C (97 to 102 °F)",N,monaco,2001,1,2001 Monaco Grand Prix,50
229,1996,6,Monaco Grand Prix,19-May-96,\N,http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix,,19,14,"Overcast, mild, wet at first, drying later, light rain at finish",Y,monaco,1996,1,1996 Monaco Grand Prix,48
26,2008,9,British Grand Prix,6-Jul-08,12:00:00,http://en.wikipedia.org/wiki/2008_British_Grand_Prix,8.164,7,7,"Rain, later drying",Y,silverstone,2008,1,2008 British Grand Prix,137
621,1972,2,South African Grand Prix,4-Mar-72,\N,http://en.wikipedia.org/wiki/1972_South_African_Grand_Prix,,10,1,"Sunny, Hot, Dry",N,kyalami,1972,1,1972 South African Grand Prix,0
702,1965,4,French Grand Prix,27-Jun-65,\N,http://en.wikipedia.org/wiki/1965_French_Grand_Prix,,10,2,Sunny,N,charade,1965,1,1965 French Grand Prix,0
752,1960,7,British Grand Prix,16-Jul-60,\N,http://en.wikipedia.org/wiki/1960_British_Grand_Prix,,9,1,not found,N,silverstone,1960,1,1960 British Grand Prix,0
798,1955,7,Italian Grand Prix,11-Sep-55,\N,http://en.wikipedia.org/wiki/1955_Italian_Grand_Prix,,14,0,not found,N,monza,1955,1,1955 Italian Grand Prix,0
560,1976,1,Brazilian Grand Prix,25-Jan-76,\N,http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix,,9,4,not found,N,interlagos,1976,1,1976 Brazilian Grand Prix,0
393,1987,6,French Grand Prix,5-Jul-87,\N,http://en.wikipedia.org/wiki/1987_French_Grand_Prix,,17,0,Sunny and hot,N,ricard,1987,1,1987 French Grand Prix,0
